student_id,first_name,last_name,gender,dob,grade_level,enrollment_date,parent_education_level,family_income,transport_mode
S6561,Robert,Erickson,Female,2011-06-29,3,2020-11-19,High School,369059,Walk
S6562,Andrea,Young,Female,2019-01-05,5,2021-04-18,Bachelor,689014,Bicycle
S6563,Ruth,Lutz,Female,2019-01-30,1,2025-08-03,High School,326518,Bicycle
S6564,Stephanie,Shepard,Female,2010-02-14,4,2022-02-06,Bachelor,232313,Bus
S6565,Julie,Lawrence,Female,2013-11-12,4,2025-06-01,Master,836803,Bicycle
S6566,Shelby,Ray,Female,2016-12-22,11,2024-02-07,High School,340170,Car
S6567,Daniel,Montgomery,Male,2006-12-02,10,2020-12-10,Master,920713,Walk
S6568,Anthony,Cunningham,Female,2009-02-13,7,2023-08-30,None,400862,Walk
S6569,Amy,Mathis,Female,2018-03-31,7,2022-02-01,Bachelor,903618,Car
S6570,Antonio,Gonzalez,Male,2011-02-27,5,2022-04-11,Master,851144,Bicycle
S6571,Peggy,Smith,Male,2010-11-29,6,2024-07-08,High School,964712,Bus
S6572,Laura,Sullivan,Female,2008-04-01,7,2021-04-04,Bachelor,160337,Car
S6573,Sarah,Carpenter,Female,2009-08-02,6,2021-08-25,High School,311319,Bicycle
S6574,Dennis,Riggs,Female,2018-05-24,3,2024-07-29,Bachelor,970814,Bicycle
S6575,Tonya,Brown,Female,2013-06-26,7,2025-01-11,Master,804638,Car
S6576,Amanda,Singleton,Male,2008-03-10,6,2021-04-23,High School,638453,Bicycle
S6577,Brooke,Wood,Male,2016-08-07,11,2024-07-12,PhD,628231,Car
S6578,Michael,Martin,Male,2016-02-13,3,2021-04-04,Bachelor,262386,Bicycle
S6579,Robert,Schroeder,Female,2014-02-02,10,2021-11-23,High School,362276,Bus
S6580,Jeffrey,Cowan,Female,2016-10-27,8,2022-04-23,None,214263,Bicycle
S6581,James,Kelly,Female,2018-06-14,4,2022-06-04,PhD,285515,Car
S6582,Samantha,Mckinney,Female,2015-09-22,4,2023-03-28,Bachelor,480780,Car
S6583,Sarah,Huffman,Female,2006-12-02,4,2023-07-31,PhD,77403,Bicycle
S6584,Robert,Gomez,Male,2009-02-09,7,2023-03-25,PhD,204261,Car
S6585,Sherry,Sutton,Female,2018-03-03,10,2023-12-02,High School,695829,Bus
S6586,Jeremy,Brown,Female,2017-08-21,2,2023-05-08,Bachelor,952241,Walk
S6587,William,Hunt,Male,2006-12-14,2,2023-02-01,Master,990506,Walk
S6588,Amanda,Johnson,Female,2016-12-29,2,2021-10-17,None,306736,Bus
S6589,Michael,Davis,Female,2018-09-09,4,2022-05-07,Master,187152,Bicycle
S6590,Thomas,Rodriguez,Male,2007-02-08,8,2020-12-24,High School,862662,Bus
S6591,Michelle,Hill,Male,2014-01-05,5,2021-01-18,PhD,693348,Bicycle
S6592,Elizabeth,Hunter,Female,2008-02-06,9,2022-10-20,None,632936,Walk
S6593,John,Acosta,Female,2007-06-08,12,2022-07-20,Bachelor,651715,Walk
S6594,Alexander,Abbott,Male,2011-04-07,3,2024-01-14,None,349342,Bicycle
S6595,Daniel,Brooks,Male,2016-03-12,10,2022-03-11,Bachelor,871032,Bicycle
S6596,Adam,Irwin,Female,2013-09-02,3,2021-08-17,Bachelor,723651,Car
S6597,Stephanie,Reyes,Male,2006-09-04,12,2022-09-18,PhD,921731,Walk
S6598,Tara,Pruitt,Female,2015-10-06,12,2024-06-10,Bachelor,411205,Bicycle
S6599,Eric,Harris,Male,2010-08-26,4,2021-10-08,PhD,164173,Bicycle
S6600,Nicholas,Conrad,Male,2016-12-11,12,2023-02-25,PhD,952377,Car
S6601,Robert,Hayes,Male,2016-07-25,4,2021-12-30,Master,910523,Car
S6602,Douglas,Serrano,Male,2008-11-21,11,2025-01-12,None,240339,Bicycle
S6603,Corey,Gilbert,Female,2007-11-11,12,2022-07-14,Bachelor,644707,Bicycle
S6604,William,Orozco,Male,2008-09-04,10,2022-09-08,Master,523429,Bus
S6605,Kelsey,Henry,Female,2013-03-08,11,2024-08-30,PhD,285086,Walk
S6606,Kimberly,Owens,Female,2019-07-03,4,2025-04-24,PhD,166326,Bus
S6607,Arthur,Vasquez,Male,2006-10-26,7,2024-07-01,None,228056,Car
S6608,Lynn,Butler,Male,2014-05-06,2,2025-07-22,Master,863769,Walk
S6609,Courtney,Bradshaw,Female,2007-01-07,12,2023-01-29,PhD,85533,Bus
S6610,Anthony,Miller,Male,2007-09-30,4,2022-05-07,High School,335396,Car
S6611,Jonathan,Nolan,Male,2016-02-15,8,2025-03-23,Master,923705,Bicycle
S6612,Lori,Smith,Male,2012-06-04,11,2020-11-14,Bachelor,609393,Bus
S6613,William,Jones,Female,2013-11-22,1,2024-11-28,PhD,621993,Car
S6614,Gerald,Ruiz,Male,2007-10-18,12,2024-02-03,None,124615,Bicycle
S6615,April,Hill,Female,2009-04-07,10,2024-05-15,High School,89528,Bus
S6616,Michele,Arnold,Female,2012-08-02,9,2025-03-26,None,158768,Bicycle
S6617,Ann,Cole,Male,2010-12-15,5,2021-06-01,PhD,736243,Bus
S6618,Mary,Moore,Male,2009-08-18,1,2023-10-14,Bachelor,738030,Walk
S6619,Kaitlyn,Russell,Male,2016-03-19,3,2023-09-25,PhD,639112,Bicycle
S6620,Andrea,Ware,Female,2013-05-04,2,2024-12-07,Master,620730,Bus
S6621,Debra,Todd,Male,2007-08-25,10,2021-03-13,PhD,91476,Walk
S6622,Michael,Anderson,Female,2015-06-10,3,2024-02-26,None,936709,Walk
S6623,Rebecca,Gonzalez,Female,2014-06-17,9,2021-03-17,Bachelor,367051,Car
S6624,Alexander,Young,Male,2012-11-06,1,2021-11-19,High School,384759,Walk
S6625,Briana,Holt,Male,2017-10-31,7,2021-09-12,None,779136,Bicycle
S6626,Dawn,Graham,Male,2007-12-10,8,2022-05-28,PhD,154531,Walk
S6627,Ashley,Shea,Female,2017-05-18,1,2022-02-22,None,389660,Bicycle
S6628,Joann,Johnson,Male,2011-01-31,12,2024-12-03,None,879125,Bicycle
S6629,Sean,Moore,Male,2008-02-14,4,2022-12-12,High School,870710,Bus
S6630,Vicki,Cross,Female,2009-04-28,1,2023-01-05,High School,368195,Bicycle
S6631,Jose,Thompson,Male,2017-10-02,3,2024-06-16,PhD,632636,Bus
S6632,Heather,Sullivan,Female,2011-12-19,2,2023-01-26,None,188957,Bicycle
S6633,Timothy,Proctor,Female,2017-06-23,6,2021-10-23,High School,558117,Bus
S6634,Michael,Johnson,Male,2018-01-20,7,2024-01-02,Master,940380,Car
S6635,David,Lucas,Female,2011-04-01,7,2023-02-28,Bachelor,951970,Bicycle
S6636,Stephen,Simpson,Male,2009-03-22,10,2020-11-07,None,300444,Bus
S6637,Bill,Johnson,Male,2006-10-02,11,2023-09-01,Master,366319,Bus
S6638,Joshua,Rios,Female,2010-11-27,2,2025-04-18,PhD,350173,Walk
S6639,Tracey,Small,Male,2016-08-02,11,2024-06-28,High School,174749,Car
S6640,Peter,Tran,Female,2012-04-16,1,2021-12-18,None,794474,Walk
S6641,Carolyn,Reed,Male,2018-05-13,6,2025-04-09,High School,397599,Bus
S6642,Ryan,Walker,Female,2009-11-20,10,2021-11-29,Master,744041,Walk
S6643,Johnathan,Ramirez,Female,2015-08-13,2,2024-04-12,Master,624480,Car
S6644,Lisa,Holmes,Female,2018-11-05,6,2022-10-12,High School,388873,Walk
S6645,Jeffrey,Cantu,Female,2010-07-02,12,2022-04-18,Bachelor,986820,Bus
S6646,Brett,Benjamin,Male,2007-09-14,3,2025-08-25,Bachelor,346742,Bicycle
S6647,David,Smith,Male,2007-06-02,12,2023-02-17,Master,662105,Car
S6648,Devin,Gardner,Female,2016-11-07,7,2021-07-21,Master,683873,Car
S6649,Julie,Richard,Male,2011-07-22,1,2022-04-12,None,437180,Bus
S6650,Jessica,Jones,Female,2015-02-14,7,2023-11-15,Master,414766,Bicycle
S6651,Scott,Romero,Male,2010-01-05,6,2024-06-22,Bachelor,866103,Car
S6652,Logan,Rodriguez,Male,2016-10-31,3,2022-06-05,Master,719150,Bus
S6653,Stacey,White,Female,2010-12-01,3,2024-05-28,Master,473842,Walk
S6654,Michael,Lopez,Female,2018-08-12,7,2023-05-19,Bachelor,77147,Car
S6655,Christopher,Gamble,Female,2017-05-28,1,2024-03-13,Master,73650,Bus
S6656,Connie,Tran,Male,2018-08-07,5,2024-03-25,Bachelor,166634,Walk
S6657,Jennifer,Henry,Male,2016-12-20,7,2025-08-04,PhD,729772,Bicycle
S6658,Thomas,Mendoza,Male,2019-05-26,5,2021-03-12,None,875704,Bicycle
S6659,Thomas,Lee,Male,2008-08-11,1,2020-09-08,None,719171,Bicycle
S6660,Elizabeth,Mccarty,Female,2012-09-06,9,2024-08-08,PhD,111860,Car
S6661,David,Bennett,Male,2013-12-29,8,2024-05-19,High School,612349,Walk
S6662,Stephen,Wolfe,Male,2015-11-17,8,2024-08-21,Master,226685,Walk
S6663,Jeanette,Ramirez,Male,2006-10-11,2,2025-04-06,Bachelor,962451,Walk
S6664,Lindsay,Cordova,Male,2012-10-24,4,2025-08-23,High School,629038,Walk
S6665,Cristian,Shelton,Male,2016-05-24,3,2025-08-12,PhD,212553,Car
S6666,Travis,Carson,Male,2017-12-20,9,2023-02-07,Bachelor,543923,Car
S6667,Dakota,Brown,Male,2010-05-27,9,2021-03-15,High School,425301,Car
S6668,Seth,Lamb,Male,2008-03-14,1,2024-01-22,Bachelor,146751,Bus
S6669,Yvonne,Hayes,Female,2016-07-18,8,2022-11-15,PhD,891517,Bus
S6670,Samuel,Peck,Male,2008-12-23,6,2025-05-27,None,788754,Bus
S6671,Ian,Fisher,Male,2008-11-19,6,2023-10-14,None,916168,Car
S6672,Charles,Reynolds,Male,2011-05-05,6,2022-04-16,Master,202692,Walk
S6673,James,Dixon,Male,2013-01-01,1,2022-07-10,Master,353319,Bus
S6674,Audrey,Walters,Female,2013-10-24,8,2023-12-10,PhD,92923,Bicycle
S6675,Gina,Allen,Male,2015-02-08,1,2022-11-04,High School,616702,Bus
S6676,Michael,Calhoun,Male,2018-02-04,1,2025-01-28,Bachelor,157297,Car
S6677,Katelyn,Reyes,Female,2009-12-01,4,2023-10-10,Bachelor,130951,Car
S6678,Beth,Dunn,Male,2013-01-09,9,2020-09-07,None,737641,Car
S6679,Jeffrey,Murillo,Female,2010-03-18,8,2021-03-06,PhD,479906,Bicycle
S6680,Mark,Moore,Female,2019-01-26,12,2024-04-16,High School,627348,Bus
S6681,Richard,Jones,Male,2012-06-10,2,2024-03-16,PhD,756881,Walk
S6682,Donald,Bright,Male,2009-11-19,7,2025-05-18,High School,842732,Car
S6683,Steven,Barker,Female,2010-12-04,9,2023-08-13,None,756413,Walk
S6684,Stephen,Jefferson,Female,2018-02-21,9,2022-06-21,PhD,860663,Bus
S6685,Belinda,Hall,Male,2019-03-08,2,2020-11-15,High School,913929,Bicycle
S6686,Kyle,Welch,Female,2016-02-18,4,2023-08-26,Master,675225,Bus
S6687,Daniel,Cole,Female,2015-01-17,6,2024-07-25,PhD,388860,Car
S6688,Jennifer,Jackson,Female,2011-10-06,6,2024-03-19,PhD,649958,Car
S6689,Stephanie,Owen,Male,2014-03-04,9,2022-03-18,Bachelor,245635,Bus
S6690,Debbie,Mclaughlin,Female,2006-09-16,10,2022-05-17,Master,643954,Bus
S6691,Ricky,Mckee,Female,2018-01-14,6,2020-09-15,High School,595072,Bicycle
S6692,Nicole,Green,Male,2016-08-03,7,2021-01-03,None,813245,Bus
S6693,Katie,Patterson,Female,2019-01-03,6,2025-05-14,Master,532028,Walk
S6694,Heather,Boyer,Male,2015-05-10,8,2024-05-28,Bachelor,439288,Bicycle
S6695,Michael,Burns,Male,2009-04-16,2,2025-06-07,Master,383811,Walk
S6696,Joel,Garner,Female,2007-06-23,7,2023-06-27,None,283487,Bicycle
S6697,Amanda,Andrade,Male,2014-09-17,5,2025-03-12,PhD,992584,Bus
S6698,Patricia,Copeland,Male,2018-09-08,6,2024-01-10,High School,715864,Bus
S6699,Teresa,Kelley,Female,2014-09-15,4,2022-11-27,Master,808000,Bicycle
S6700,Melissa,Dyer,Male,2013-05-13,11,2024-12-23,PhD,940114,Bicycle
S6701,Jennifer,Mcdonald,Female,2017-04-25,5,2021-06-05,Bachelor,532168,Bicycle
S6702,Steven,Middleton,Male,2008-10-11,6,2024-01-05,None,607322,Car
S6703,Alexis,Anderson,Male,2009-03-02,4,2023-01-04,High School,994718,Car
S6704,Cheryl,Jones,Male,2019-02-27,4,2023-11-02,Bachelor,587168,Bus
S6705,Karen,Ward,Male,2015-02-06,5,2021-09-10,None,526440,Walk
S6706,Joann,Hammond,Female,2008-03-02,2,2022-03-21,Bachelor,408621,Walk
S6707,Ryan,Richardson,Female,2012-08-12,10,2021-03-09,None,393543,Car
S6708,Rebecca,Taylor,Female,2006-09-26,8,2022-12-19,Bachelor,936932,Bus
S6709,William,Mckinney,Female,2015-05-26,3,2025-01-10,Master,640452,Bicycle
S6710,Theresa,Miller,Male,2008-06-14,3,2025-05-21,Bachelor,222535,Car
S6711,Leslie,Collins,Female,2014-04-17,1,2021-07-19,High School,849946,Walk
S6712,Christopher,Lewis,Male,2018-08-06,11,2023-07-21,High School,700728,Car
S6713,Christopher,Molina,Female,2010-12-23,6,2024-10-22,High School,283036,Bus
S6714,Helen,Cantu,Female,2011-06-30,11,2022-04-01,PhD,899797,Walk
S6715,Douglas,Fowler,Female,2012-11-02,4,2025-03-06,None,343112,Bus
S6716,Omar,Case,Male,2007-12-09,10,2025-05-18,Master,461366,Walk
S6717,Marcus,Calderon,Male,2008-04-28,8,2020-10-11,High School,154027,Bicycle
S6718,Peter,Vasquez,Female,2010-05-28,3,2020-11-23,PhD,195578,Walk
S6719,Ashley,Owens,Male,2016-03-14,5,2024-08-14,None,477054,Bicycle
S6720,Emily,Clark,Male,2019-08-06,2,2024-12-13,Bachelor,767747,Walk
S6721,Cynthia,Manning,Male,2013-12-19,7,2022-05-20,Master,683469,Walk
S6722,Monica,Alvarado,Female,2011-10-19,1,2022-08-06,Master,282040,Walk
S6723,Lindsey,Graves,Female,2013-03-07,1,2024-07-26,High School,176993,Walk
S6724,Nicholas,Aguilar,Male,2011-05-10,9,2025-02-17,None,366743,Car
S6725,Mary,Murray,Male,2016-10-23,3,2021-02-13,High School,97273,Bicycle
S6726,John,Lopez,Male,2019-06-05,11,2020-10-02,PhD,101116,Bus
S6727,Tracy,Perez,Male,2015-09-04,11,2023-05-12,High School,271927,Car
S6728,Karen,Hunter,Male,2012-02-23,8,2024-09-04,PhD,560880,Bus
S6729,Justin,Neal,Male,2016-10-14,1,2022-06-13,None,727513,Bus
S6730,Jordan,Mcfarland,Male,2019-07-18,12,2022-12-15,PhD,729509,Car
S6731,Kevin,Brewer,Female,2015-11-06,2,2023-07-06,Master,203327,Walk
S6732,Joseph,Ellison,Female,2012-03-30,7,2022-04-07,Bachelor,784017,Bicycle
S6733,Jessica,Green,Male,2012-05-30,9,2021-01-26,Bachelor,421088,Car
S6734,Randy,Smith,Male,2015-01-02,12,2021-06-27,Master,657510,Walk
S6735,Janice,Hicks,Male,2014-10-31,1,2024-06-28,Bachelor,882487,Car
S6736,Jasmin,Mcgrath,Male,2016-12-02,3,2022-12-02,High School,136868,Bicycle
S6737,Rhonda,Colon,Female,2009-05-30,8,2023-06-21,PhD,855704,Bus
S6738,Sandra,Salinas,Female,2014-04-04,6,2020-10-25,Master,353694,Bicycle
S6739,Steven,Nguyen,Female,2009-11-07,4,2021-05-04,Master,63472,Bus
S6740,Stephanie,Garrison,Female,2014-08-13,6,2024-12-08,High School,760598,Bus
S6741,Ann,Barker,Male,2010-02-06,11,2023-01-11,Master,573190,Bicycle
S6742,Amanda,Benton,Female,2011-02-05,12,2024-07-17,Master,406496,Bus
S6743,Bradley,Boyd,Female,2017-09-14,3,2020-11-16,Master,729584,Bicycle
S6744,Debra,Norton,Male,2014-09-05,3,2020-12-12,None,871825,Walk
S6745,Alexandra,Gonzalez,Male,2015-03-07,12,2022-09-21,Bachelor,549950,Bus
S6746,Dawn,Jones,Female,2017-07-24,11,2022-07-25,None,885876,Bus
S6747,Ashley,Thompson,Male,2014-11-01,3,2022-11-18,High School,122611,Bus
S6748,Benjamin,English,Female,2012-05-21,8,2025-08-22,PhD,762772,Bicycle
S6749,Cynthia,Jones,Male,2018-05-24,7,2024-05-02,Master,713340,Bicycle
S6750,Theodore,Clark,Male,2012-01-27,6,2022-04-01,High School,192064,Walk
S6751,Aaron,Wu,Male,2011-04-30,11,2021-08-24,Master,179084,Car
S6752,Amy,Curtis,Male,2011-08-26,2,2022-01-25,High School,446939,Car
S6753,Jason,Thomas,Female,2010-12-10,7,2020-10-06,High School,572170,Bus
S6754,Brian,Williams,Male,2013-10-27,5,2024-02-25,High School,685724,Car
S6755,Cindy,Rivera,Male,2012-07-11,1,2023-03-28,None,80322,Walk
S6756,Melvin,Haley,Female,2013-02-26,6,2024-06-26,High School,647476,Walk
S6757,Kelly,Mitchell,Male,2009-02-26,12,2021-05-09,None,267243,Walk
S6758,Larry,Hansen,Female,2017-03-30,7,2021-03-19,Bachelor,678556,Bicycle
S6759,Charlotte,Brooks,Female,2011-04-01,10,2023-05-29,High School,182969,Bicycle
S6760,Sarah,Lam,Female,2016-07-11,2,2021-02-04,Master,741127,Walk
S6761,Brandon,Hall,Female,2010-03-01,7,2020-12-14,Bachelor,647819,Bus
S6762,Kyle,Page,Female,2010-02-06,4,2023-07-02,PhD,196235,Bus
S6763,Blake,Taylor,Male,2008-09-22,2,2021-12-31,Bachelor,749713,Bus
S6764,Paula,Ballard,Female,2008-10-18,6,2025-06-01,High School,784348,Bicycle
S6765,Whitney,Diaz,Female,2016-06-07,5,2024-03-07,High School,502022,Bicycle
S6766,Victoria,Steele,Male,2007-09-21,6,2024-06-22,None,894609,Walk
S6767,Christian,Parker,Female,2015-03-16,3,2020-11-29,Bachelor,381268,Car
S6768,Daniel,West,Male,2009-11-28,4,2024-12-25,Master,924955,Car
S6769,Diana,Bell,Female,2019-07-05,6,2024-05-08,Master,693401,Bicycle
S6770,Ashley,Bentley,Female,2018-07-20,5,2022-04-01,PhD,512722,Car
S6771,Scott,Jones,Female,2013-02-02,3,2021-04-10,High School,342219,Car
S6772,Paul,Miller,Female,2014-09-20,2,2022-09-26,None,371731,Bicycle
S6773,Kayla,Parker,Male,2015-10-15,6,2022-02-13,None,483351,Walk
S6774,Rita,Shepard,Female,2008-09-29,6,2024-12-03,Master,609763,Car
S6775,Anthony,Flynn,Male,2017-01-25,3,2022-12-17,None,958452,Bicycle
S6776,Julie,Erickson,Male,2008-03-14,8,2024-05-06,Master,795497,Bicycle
S6777,Eduardo,Meadows,Male,2007-01-11,10,2021-05-12,High School,825626,Car
S6778,Robert,Wong,Male,2009-06-04,10,2023-11-02,Master,662690,Walk
S6779,Jeffrey,Lee,Female,2016-09-28,11,2021-08-29,Bachelor,958562,Walk
S6780,Alyssa,Johnson,Male,2014-05-22,3,2022-11-06,PhD,165602,Car
S6781,Cynthia,Nicholson,Female,2018-07-13,11,2021-09-15,Bachelor,994802,Bus
S6782,Steven,Jordan,Male,2013-04-20,3,2025-04-08,High School,356925,Bicycle
S6783,Lucas,Cross,Female,2016-05-15,9,2024-09-27,None,350809,Car
S6784,Nicholas,Santana,Female,2007-01-27,12,2020-11-07,PhD,536162,Walk
S6785,Madeline,Martinez,Female,2017-08-04,2,2021-09-26,PhD,355457,Bus
S6786,Stephanie,Mcintyre,Female,2016-07-31,1,2023-05-13,High School,291359,Walk
S6787,Alicia,Duran,Male,2011-11-22,5,2024-12-20,Master,632484,Walk
S6788,William,Carter,Male,2009-01-06,4,2022-02-16,Master,726444,Walk
S6789,Frank,Stewart,Male,2011-11-04,10,2020-11-06,Bachelor,382038,Bus
S6790,Noah,Willis,Female,2017-02-24,8,2024-06-26,Master,853143,Bicycle
S6791,Krystal,Mendoza,Male,2017-06-27,7,2023-01-20,High School,476766,Walk
S6792,Heather,Gonzales,Male,2015-09-14,9,2022-08-31,Master,260198,Bus
S6793,Kristina,Wyatt,Male,2016-02-15,2,2023-02-28,High School,976187,Walk
S6794,Jesus,Sloan,Male,2019-08-02,1,2021-07-20,PhD,356370,Car
S6795,Eugene,Allen,Male,2007-12-09,7,2021-07-12,Bachelor,860795,Walk
S6796,Toni,Payne,Male,2006-12-13,4,2024-12-22,Master,940361,Bicycle
S6797,Jeffrey,Palmer,Female,2009-01-18,1,2022-03-08,PhD,224467,Bicycle
S6798,Randall,Blevins,Female,2013-03-17,12,2025-05-12,None,781184,Walk
S6799,Brandon,Evans,Female,2015-03-05,1,2022-09-27,Bachelor,721209,Car
S6800,Anne,Gray,Female,2009-04-17,7,2022-09-21,PhD,189545,Bus
S6801,James,Baxter,Female,2009-12-11,7,2021-09-21,Bachelor,645863,Bus
S6802,Ashley,Ford,Male,2013-11-20,4,2025-02-08,High School,324256,Car
S6803,Nathaniel,Dorsey,Male,2013-09-19,10,2023-12-27,High School,442377,Bus
S6804,Eric,Baker,Male,2016-05-31,2,2023-11-03,None,992588,Car
S6805,Mary,Wong,Female,2018-01-16,7,2021-10-15,None,548276,Car
S6806,Christopher,Hernandez,Male,2007-02-24,9,2022-05-22,None,277265,Bus
S6807,Edward,Hamilton,Female,2017-11-25,5,2021-03-10,None,114226,Car
S6808,Cassandra,Brown,Male,2009-11-24,5,2021-02-06,High School,116977,Car
S6809,Jeremy,Hernandez,Female,2007-02-28,7,2022-06-28,PhD,406442,Bus
S6810,Jason,Benitez,Male,2008-11-12,6,2024-03-24,High School,597818,Bus
S6811,Chase,Mccarthy,Female,2019-05-11,9,2021-07-25,High School,550497,Car
S6812,Christopher,Harrington,Female,2011-10-21,6,2022-01-11,Bachelor,580250,Bus
S6813,Troy,Duran,Male,2013-03-29,1,2021-12-17,PhD,720209,Bus
S6814,Steven,Howard,Male,2015-05-24,7,2024-08-26,PhD,383196,Bicycle
S6815,Jennifer,Frazier,Female,2017-10-16,8,2020-12-24,None,560717,Bicycle
S6816,Jeffrey,Olsen,Female,2018-11-02,1,2024-06-28,None,687742,Bus
S6817,David,Lambert,Male,2018-10-08,8,2021-12-09,None,474461,Walk
S6818,Brittany,Silva,Female,2011-11-01,12,2023-01-19,None,507107,Bus
S6819,Susan,Johnson,Male,2015-12-21,6,2021-02-26,PhD,458171,Bicycle
S6820,Rodney,Lee,Female,2015-09-05,2,2024-06-03,None,646377,Bicycle
S6821,Jennifer,Maxwell,Female,2011-05-18,8,2022-11-20,Bachelor,657274,Walk
S6822,Stephanie,Wagner,Male,2014-10-31,3,2022-11-10,Master,118863,Bicycle
S6823,Jacob,Alvarez,Male,2012-03-10,12,2022-05-11,Bachelor,956847,Bus
S6824,Taylor,Jones,Female,2014-01-27,9,2025-01-26,High School,443136,Walk
S6825,Charles,Williams,Female,2018-05-27,6,2022-05-15,PhD,120227,Car
S6826,Monique,Anderson,Female,2009-01-30,6,2023-09-26,Master,789863,Walk
S6827,Sarah,Johnson,Female,2008-07-10,4,2020-12-19,Bachelor,301045,Walk
S6828,Kevin,Mcmillan,Male,2009-09-08,5,2025-05-02,High School,456738,Bicycle
S6829,Kevin,Leonard,Male,2018-08-17,2,2024-02-21,Master,999403,Bicycle
S6830,Katie,Hood,Female,2014-04-18,9,2022-12-26,None,119767,Car
S6831,Jerry,Thomas,Female,2006-12-20,7,2022-02-14,Master,624675,Bicycle
S6832,Benjamin,Williams,Male,2008-01-16,1,2025-08-13,High School,56773,Walk
S6833,Lauren,Moss,Female,2009-09-15,4,2021-08-21,High School,994714,Bicycle
S6834,Heidi,Mitchell,Male,2007-04-01,8,2024-03-11,Master,500885,Walk
S6835,Jerome,Moran,Female,2011-12-29,6,2023-03-16,None,718961,Car
S6836,Edwin,Schwartz,Male,2013-09-18,3,2022-10-23,Bachelor,181891,Car
S6837,Laura,Lopez,Female,2012-02-17,7,2024-02-20,None,300141,Bus
S6838,Cheryl,Mcconnell,Female,2014-05-29,4,2020-12-12,None,611167,Bicycle
S6839,Rodney,Hill,Male,2011-01-18,12,2025-01-14,None,719944,Bicycle
S6840,Bryan,Hood,Male,2019-05-02,9,2024-12-21,High School,557280,Bicycle
S6841,Jeffrey,Vasquez,Female,2009-11-13,8,2021-05-15,None,176741,Car
S6842,James,Dalton,Male,2008-04-30,6,2025-02-04,High School,776971,Bicycle
S6843,Rebekah,Wells,Female,2015-01-12,4,2023-08-23,None,868133,Bus
S6844,Zachary,Barry,Male,2008-09-19,8,2021-02-10,None,203539,Bus
S6845,Kenneth,Jackson,Male,2013-09-02,3,2025-07-08,Bachelor,197652,Walk
S6846,Julie,Arnold,Female,2015-11-10,11,2021-08-15,Bachelor,562606,Walk
S6847,Sharon,Kramer,Male,2011-01-10,6,2023-08-23,Master,939995,Bicycle
S6848,Terrance,Cox,Female,2016-05-17,2,2022-08-26,PhD,924741,Bicycle
S6849,Stacy,Hensley,Male,2007-03-16,11,2023-08-24,PhD,660862,Bicycle
S6850,Roger,Harrison,Male,2007-10-30,7,2021-05-04,Bachelor,794254,Bicycle
S6851,Michelle,Johnson,Female,2006-10-05,7,2022-01-22,Master,857052,Bicycle
S6852,Stephen,Chapman,Female,2019-01-23,5,2022-12-09,None,686753,Bicycle
S6853,Emily,Harris,Male,2014-09-29,4,2021-01-06,Bachelor,866818,Car
S6854,Christopher,Flowers,Male,2009-11-27,1,2024-09-20,PhD,798054,Car
S6855,Scott,Mills,Male,2008-04-06,3,2024-06-18,Bachelor,195133,Bicycle
S6856,Lori,Schneider,Female,2018-11-02,4,2025-04-28,Master,704461,Walk
S6857,Denise,Forbes,Male,2018-09-30,3,2024-08-20,None,657603,Bus
S6858,Danielle,Wolfe,Female,2017-08-04,4,2023-08-04,PhD,787589,Bus
S6859,Nicholas,Obrien,Female,2013-09-09,1,2021-05-22,Bachelor,776956,Car
S6860,Eric,Pineda,Female,2012-04-09,11,2025-03-04,High School,491800,Bus
S6861,Heather,Beck,Male,2013-01-19,6,2021-10-03,Master,876897,Bus
S6862,Adam,Bullock,Male,2017-09-30,6,2024-11-21,None,831421,Bus
S6863,Zachary,Morris,Male,2011-06-09,2,2020-09-04,Master,793271,Walk
S6864,Joann,Bell,Female,2010-08-26,1,2022-06-14,None,578397,Bus
S6865,Kristina,Brown,Male,2013-11-29,7,2025-07-10,Bachelor,637753,Walk
S6866,Erik,Juarez,Female,2010-07-01,8,2023-02-08,Bachelor,676915,Bicycle
S6867,Mary,Hall,Male,2008-04-08,4,2020-09-02,Bachelor,353061,Walk
S6868,James,Ward,Female,2010-03-09,8,2020-10-23,None,679274,Walk
S6869,Timothy,Burnett,Male,2017-06-14,5,2022-11-30,PhD,472491,Bicycle
S6870,David,Moore,Male,2014-09-06,5,2021-10-08,Master,304244,Bicycle
S6871,Justin,Dixon,Female,2008-04-15,5,2022-03-12,High School,901771,Walk
S6872,Briana,Espinoza,Male,2016-05-16,4,2024-06-28,None,568893,Walk
S6873,Anthony,Smith,Female,2009-11-19,7,2022-12-19,Bachelor,203357,Walk
S6874,Mark,Jacobs,Female,2016-05-27,7,2022-08-23,PhD,399251,Car
S6875,Hannah,Lyons,Male,2016-11-26,12,2025-08-03,Master,752347,Walk
S6876,Douglas,Smith,Female,2011-03-11,1,2020-12-13,None,900231,Bus
S6877,Amber,Martinez,Male,2011-07-09,1,2020-09-03,PhD,460122,Bus
S6878,Mary,Martinez,Male,2014-04-09,5,2023-03-14,Master,878281,Bus
S6879,Todd,Stokes,Female,2014-12-23,2,2023-03-18,PhD,75257,Car
S6880,Elizabeth,Anthony,Female,2019-01-13,4,2023-11-29,High School,569577,Bus
S6881,Brandy,Morgan,Female,2015-01-28,11,2022-02-06,High School,815075,Bus
